country,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Domestic Aviation,Ground Transport,Industry,Power,Residential,Country,Agriculture,Building,Bunker Fuels,Electricity/Heat,Energy,Fugitive Emissions,Industrial Processes,Land-Use Change and Forestry,Manufacturing/Construction,Other Fuel Combustion,Total excluding LUCF,Total including LUCF,Transportation,Waste
Germany,2020-08-02,-5.0,35.0,89.0,-7.0,1.0,-1.0,0.00143492,0.37224374,0.25065827,0.58124365,0.07216476,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-03,6.0,2.0,114.0,-21.0,-35.0,5.0,0.00183456,0.45428252,0.32482019,0.75321542,0.12109484,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-04,5.0,0.0,143.0,-20.0,-34.0,6.0,0.00212438,0.45953940000000004,0.33007861,0.765409,0.14067153,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-05,6.0,-2.0,180.0,-19.0,-33.0,4.0,0.0024942,0.45647934,0.27678020000000003,0.64181699,0.08590907,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-06,-2.0,-2.0,163.0,-21.0,-33.0,5.0,0.00256245,0.4553978,0.3011978,0.6984382,0.0709885,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-07,-10.0,-4.0,156.0,-22.0,-34.0,4.0,0.00266652,0.452269,0.30050024,0.69682065,0.07060479,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-08,-23.0,-10.0,163.0,-10.0,-5.0,-1.0,0.00203008,0.41442617,0.27256926,0.63205236,0.07060255,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-09,-9.0,28.0,127.0,-7.0,3.0,-2.0,0.00208504,0.35501547,0.23552942,0.54616184,0.07060207,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-10,-1.0,0.0,137.0,-22.0,-34.0,5.0,0.00213025,0.44913220000000004,0.32885448,0.76257042,0.07060207,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-11,-3.0,-2.0,148.0,-22.0,-33.0,6.0,0.00224272,0.45155139,0.32851701,0.76178786,0.07060207,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-12,-1.0,-2.0,154.0,-20.0,-32.0,5.0,0.00240894,0.45600225,0.31625585,0.73335584,0.07060207,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-13,-5.0,-2.0,115.0,-21.0,-32.0,5.0,0.00232356,0.45482122,0.32480253,0.75317446,0.07062056,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-14,-6.0,0.0,107.0,-20.0,-32.0,5.0,0.00197021,0.45583937,0.33404874,0.77461522,0.07073178,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-15,-20.0,-17.0,132.0,-10.0,-8.0,0.0,0.00138869,0.41502384,0.27497709,0.6376358,0.07064961,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-16,1.0,34.0,139.0,-4.0,4.0,-2.0,0.00210535,0.37130640000000004,0.23498251,0.54489362,0.07061669999999999,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-17,-1.0,0.0,100.0,-19.0,-32.0,4.0,0.00182139,0.45341043,0.33737389,0.78232579,0.07124609,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-18,-1.0,-2.0,112.0,-19.0,-28.0,5.0,0.00196185,0.45637467,0.36052384,0.83600749,0.07273812,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-19,2.0,-3.0,147.0,-17.0,-28.0,4.0,0.00255768,0.45511529,0.34882443,0.8088781,0.07110556,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-20,-6.0,-6.0,128.0,-20.0,-29.0,4.0,0.00235209,0.45635812,0.32287632,0.74870784,0.07060207,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-21,-12.0,-7.0,127.0,-20.0,-30.0,4.0,0.00231682,0.45313145,0.26535171,0.61531581,0.07060207,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-22,-17.0,-8.0,107.0,-13.0,-5.0,0.0,0.00128938,0.42168073,0.16715488,0.38761025,0.07066053,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-23,-2.0,32.0,105.0,-6.0,3.0,-1.0,0.00154807,0.36896386,0.14907129,0.34567677,0.08576766,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-24,-3.0,-3.0,92.0,-20.0,-28.0,4.0,0.00190062,0.45069591,0.32451889,0.75251675,0.13008429,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-25,-3.0,-3.0,113.0,-19.0,-26.0,5.0,0.00205143,0.45489641,0.33126429,0.76815845,0.10523045,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-26,-7.0,-6.0,70.0,-22.0,-26.0,6.0,0.00181902,0.45664144,0.13369584,0.31002311,0.09446944,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-27,-3.0,-3.0,104.0,-17.0,-24.0,4.0,0.00242062,0.46066167,0.30661295,0.71099521,0.12748174,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-28,-6.0,-2.0,84.0,-18.0,-26.0,4.0,0.00199324,0.46075371,0.30756149,0.71319476,0.11818196,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-29,-12.0,-7.0,105.0,-8.0,-4.0,0.0,0.00136622,0.42886902,0.25136714,0.58288742,0.15918197,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-30,-9.0,23.0,65.0,-12.0,-1.0,0.0,0.00142134,0.38198091,0.24705175,0.57288062,0.18758792,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-08-31,2.0,2.0,74.0,-15.0,-24.0,3.0,0.00217177,0.45924272,0.36163844,0.8385921000000001,0.18984679999999998,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-01,0.0,0.0,90.0,-14.0,-23.0,4.0,0.00237541,0.46205033,0.38450751,0.91791968,0.21900993,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-02,3.0,-2.0,106.0,-14.0,-22.0,3.0,0.00275458,0.46043577,0.38271212,0.91363362,0.21882972,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-03,-5.0,-3.0,81.0,-17.0,-23.0,3.0,0.00260583,0.46410357,0.33138376,0.79109944,0.18232231,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-04,-4.0,-3.0,104.0,-14.0,-23.0,3.0,0.00276795,0.46095435,0.29871182,0.71310301,0.0794218,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-05,-10.0,-7.0,103.0,-9.0,-7.0,0.0,0.00148425,0.43082074,0.22649911,0.54071243,0.15678559,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-06,5.0,40.0,110.0,-4.0,0.0,-2.0,0.00183278,0.37689389,0.21696705,0.51795691,0.23466298,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-07,2.0,-1.0,100.0,-14.0,-23.0,3.0,0.00249874,0.45839829,0.31704209,0.75686212,0.22037877,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-08,0.0,-2.0,112.0,-12.0,-21.0,3.0,0.00234114,0.45971044,0.29175239,0.69648901,0.14797739999999998,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-09,1.0,-4.0,112.0,-13.0,-20.0,3.0,0.00252741,0.46222142,0.31353711,0.74849483,0.09383095,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-10,-2.0,-2.0,102.0,-13.0,-20.0,2.0,0.0026555,0.46350998,0.37854041,0.90367466,0.17452944,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-11,-2.0,-2.0,121.0,-11.0,-21.0,2.0,0.00291261,0.46304615,0.37372943,0.89218958,0.15908272,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-12,-8.0,-6.0,149.0,-3.0,-3.0,-2.0,0.00209994,0.43292016,0.21155632,0.50504009,0.12801881,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-13,15.0,49.0,152.0,4.0,3.0,-4.0,0.00239273,0.39438626,0.19193981,0.45821038,0.09814583,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-14,0.0,-2.0,125.0,-12.0,-17.0,1.0,0.00281836,0.45897874,0.35570954,0.84917141,0.07345808,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-15,-1.0,-2.0,142.0,-10.0,-16.0,2.0,0.00296742,0.46336015,0.37551973,0.89646351,0.0729975,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-16,0.0,-3.0,131.0,-11.0,-16.0,2.0,0.00271345,0.45996085,0.35705069,0.85237309,0.07961953,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-17,-4.0,-2.0,103.0,-12.0,-17.0,2.0,0.00298633,0.46331029,0.31951656,0.76276934,0.18786265,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-18,-4.0,-2.0,113.0,-11.0,-18.0,2.0,0.00292143,0.46429795,0.29877950000000003,0.71326457,0.22463738,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-19,-9.0,-7.0,141.0,-4.0,-4.0,-1.0,0.00209756,0.42822512,0.23878664,0.57004597,0.19725282,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-20,14.0,45.0,149.0,2.0,2.0,-3.0,0.00251552,0.38953078,0.24327311,0.58075635,0.17943715,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-21,-2.0,-2.0,111.0,-12.0,-18.0,2.0,0.00266748,0.4607544,0.35612231,0.85015682,0.15414925,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-22,-4.0,-2.0,122.0,-11.0,-16.0,3.0,0.00289146,0.4627458,0.38118249,0.909982,0.12099525,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-23,-5.0,-2.0,98.0,-12.0,-15.0,3.0,0.00278009,0.46339865,0.35320582,0.84319439,0.11179146,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-24,-10.0,-2.0,70.0,-14.0,-15.0,3.0,0.00262352,0.46469964,0.25878957,0.61779817,0.15252963,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-25,-12.0,-1.0,42.0,-16.0,-17.0,4.0,0.00250492,0.46772782,0.28150994,0.67203763,0.33583096,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-26,-19.0,-7.0,15.0,-21.0,-8.0,3.0,0.00126365,0.43625383,0.18985862,0.45324204,0.41973854,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-27,-14.0,18.0,44.0,-15.0,-3.0,1.0,0.00157809,0.35480649,0.20545456,0.4904736,0.38535026,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-28,-7.0,1.0,48.0,-15.0,-15.0,3.0,0.00187082,0.45990879,0.37407796,0.89302163,0.36161937,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-29,-8.0,1.0,50.0,-24.0,-15.0,5.0,0.00190168,0.47170668,0.41742832,0.99651024,0.32489316,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
Germany,2020-09-30,0.0,6.0,77.0,-10.0,-13.0,3.0,0.00190168,0.46544599,0.421699,1.00670547,0.2597666,Germany,67.93777778,162.4222222,27.57777778,373.8851852,838.52,21.25,36.12703704,-37.54074074,103.9962963,16.13111111,967.0659258999999,929.5251852,160.8148148,24.47925926
India,2020-02-15,1.0,2.0,3.0,3.0,5.0,0.0,0.03201718,0.80818304,2.52811581,3.80831308,0.56638852,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-16,2.0,2.0,3.0,2.0,0.0,0.0,0.03162727,0.75003099,2.42305126,3.65004553,0.53631625,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-17,-1.0,1.0,3.0,1.0,4.0,0.0,0.03208321,0.80878882,2.4739419,3.72670637,0.50598377,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-18,0.0,2.0,4.0,2.0,3.0,0.0,0.0313868,0.81084061,2.54863623,3.83922471,0.5138727,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-19,0.0,2.0,1.0,1.0,4.0,1.0,0.03224457,0.8119654000000001,2.53632398,3.82067774,0.43791877,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-20,1.0,3.0,5.0,5.0,4.0,-1.0,0.03225713,0.81617537,2.4542422999999998,3.69703121,0.43622515,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-21,-4.0,0.0,6.0,-4.0,-19.0,5.0,0.03278697,0.79598133,2.36395245,3.56102003,0.55698869,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-22,-2.0,-2.0,4.0,-2.0,-2.0,1.0,0.03246849,0.79707118,2.36395245,3.56102003,0.44625426,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-23,-2.0,-1.0,1.0,0.0,2.0,1.0,0.03198113,0.7319048,2.31059935,3.48064978,0.44341457,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-24,-1.0,0.0,2.0,1.0,4.0,0.0,0.03231855,0.80862983,2.42633453,3.65499139,0.43791652,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-25,-1.0,-2.0,3.0,1.0,1.0,0.0,0.03179723,0.80194956,2.45260067,3.69455828,0.48103198,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-26,0.0,0.0,1.0,3.0,3.0,-1.0,0.03269769,0.79568814,2.46491292,3.71310526,0.47615439,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-27,-1.0,-1.0,3.0,1.0,4.0,0.0,0.03236328,0.80163333,2.41648472,3.6401538,0.42834192,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-28,0.0,1.0,3.0,1.0,5.0,0.0,0.03297889,0.80748856,2.42551371,3.65375492,0.41748826,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-02-29,-2.0,-1.0,-1.0,0.0,8.0,0.0,0.03226656,0.80265697,2.39268104,3.60429631,0.4393487,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-01,1.0,4.0,1.0,0.0,3.0,1.0,0.03195772,0.72140193,2.01102942,3.3767867,0.39661668,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-02,0.0,2.0,3.0,0.0,5.0,0.0,0.03254127,0.80043119,2.16272186,3.63149855,0.39382409,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-03,-1.0,2.0,3.0,0.0,4.0,0.0,0.03182668,0.80518847,2.19144034,3.67972069,0.39696256,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-04,0.0,5.0,1.0,3.0,7.0,0.0,0.03273938,0.81149552,2.13105791,3.57833054,0.39610765,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-05,-1.0,3.0,3.0,2.0,5.0,0.0,0.03279963,0.8167758,2.0854029,3.50166969,0.43266503,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-06,-1.0,2.0,0.0,3.0,5.0,1.0,0.03307776,0.82667445,1.99703837,3.35329386,0.6540564,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-07,0.0,6.0,2.0,5.0,7.0,0.0,0.03290815,0.80494634,2.08172105,3.49548736,0.61033173,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-08,2.0,9.0,2.0,3.0,6.0,0.0,0.03207787,0.71733857,2.01986587,3.39162428,0.44777963,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-09,-1.0,6.0,4.0,-6.0,-12.0,3.0,0.03215452,0.75712431,2.00955668,3.37431377,0.42368695,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-10,-19.0,-23.0,-4.0,-22.0,-44.0,11.0,0.03128328,0.18145502,1.76287237,2.9600979,0.39974212,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-11,-5.0,-1.0,-2.0,-1.0,-5.0,1.0,0.03327273,0.75428604,1.84755504,3.1022914,0.42814892,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-12,-3.0,1.0,2.0,0.0,0.0,0.0,0.0330387,0.79695262,1.98083821,3.32609162,0.41141068,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-13,-5.0,1.0,0.0,-2.0,0.0,1.0,0.03335552,0.79398031,2.03312055,3.41388066,0.43151262,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
India,2020-03-14,-11.0,-3.0,-6.0,-8.0,-6.0,4.0,0.03302028,0.7832916,2.01839313,3.38915135,0.52331875,India,640.6725926,79.2037037,10.44814815,610.7444444,1238.917037,45.81259259,72.22481481,-44.06148148,271.8,99.16518519,2009.851111,1965.789259,132.1888889,58.03925926
